tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,text,tweet_coord,tweet_created,tweet_location,user_timezone,favorite,retweet
568838020041809920,neutral,1.0,,,Virgin America,,AirlineFuel,,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,,2015-02-20 10:22:07 -0800,Global,Sydney,4762,2663
568837602071203840,neutral,1.0,,,Virgin America,,NazarFakih,,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",,2015-02-20 10:20:27 -0800,,Pacific Time (US & Canada),904,1248
568833739192557569,neutral,1.0,,,Virgin America,,JetBlueNews,,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,,2015-02-20 10:05:06 -0800,USA,Sydney,5314,4936
568830466830151680,neutral,1.0,,,Virgin America,,AirlineFuel,,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,2015-02-20 09:52:06 -0800,Global,Sydney,4298,4550
568830133626253312,negative,1.0,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,"[0.0, 0.0]",2015-02-20 09:50:46 -0800,"New York, NY",Eastern Time (US & Canada),8665,2865
568828648687591424,neutral,0.6625,,0.0,Virgin America,,SocialMedia305,,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,,2015-02-20 09:44:52 -0800,,Eastern Time (US & Canada),9486,8231
568828112626012160,neutral,1.0,,,Virgin America,,sbaaronson,,@VirginAmerica @madbee95 check the website before you go to the airport!,,2015-02-20 09:42:45 -0800,Los Angeles,,2243,8657
568824637267685377,negative,1.0,Customer Service Issue,1.0,Virgin America,,miekd,,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,2015-02-20 09:28:56 -0800,San Francisco,Pacific Time (US & Canada),3171,7033
568823689422053376,neutral,1.0,,,Virgin America,,StevenMYoung,,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,,2015-02-20 09:25:10 -0800,"Brooklyn, NY",Eastern Time (US & Canada),5972,4228
568815689684815873,positive,1.0,,,Virgin America,,thecompostcook,,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,"[37.77465018, -122.44032176]",2015-02-20 08:53:23 -0800,"New York, NY",Eastern Time (US & Canada),2186,9658
568812046747201537,negative,1.0,Lost Luggage,1.0,Virgin America,,snellbell,,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,2015-02-20 08:38:54 -0800,,Quito,4219,4348
568811384437411840,negative,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,2015-02-20 08:36:16 -0800,Massachusetts,,2197,2892
568805696780824576,positive,1.0,,,Virgin America,,matthewhirsch,,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 08:13:40 -0800,"Hoboken, NJ",Eastern Time (US & Canada),5878,1022
568803996774879232,positive,0.6884,,,Virgin America,,GabriellaDago,,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,2015-02-20 08:06:55 -0800,New York City,Eastern Time (US & Canada),658,4468
568802396907835393,positive,0.6658,,,Virgin America,,AdamSinger,,@VirginAmerica happy to spend the day together. Let's do this!,,2015-02-20 08:00:33 -0800,"San Francisco, CA",Central Time (US & Canada),5276,3832
568800805475782656,neutral,0.375,,0.0,Virgin America,,GabriellaDago,,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,2015-02-20 07:54:14 -0800,New York City,Eastern Time (US & Canada),2162,7261
568795484283736064,neutral,1.0,,,Virgin America,,MarcPerez,,@VirginAmerica missed my flight. How does standby work?,,2015-02-20 07:33:05 -0800, California 92705,Pacific Time (US & Canada),6257,7405
568795139512127488,positive,1.0,,,Virgin America,,JayRockerz,,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,2015-02-20 07:31:43 -0800,"39.149054,  -77.273589",Eastern Time (US & Canada),9384,413
568792520337039360,neutral,1.0,,,Virgin America,,mlbkid162,,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,2015-02-20 07:21:19 -0800,New york,,3545,1143
568791035297468416,positive,1.0,,,Virgin America,,Hwoodboy24,,@VirginAmerica thank you! I absolutely will 😎,,2015-02-20 07:15:25 -0800,BOS • LA • NYC ,Pacific Time (US & Canada),2690,2174
568790164404899840,negative,1.0,Can't Tell,1.0,Virgin America,,perMicah,,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,,2015-02-20 07:11:57 -0800,"Brooklyn, NY",Quito,2042,6030
568781819233091584,neutral,0.6529,,,Virgin America,,GabriellaDago,,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,,2015-02-20 06:38:47 -0800,New York City,Eastern Time (US & Canada),7291,5851
568775898234798081,negative,1.0,Flight Booking Problems,0.6667,Virgin America,,perMicah,,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,2015-02-20 06:15:16 -0800,"Brooklyn, NY",Quito,582,332
568769672922812418,negative,1.0,Customer Service Issue,0.6237,Virgin America,,iamnayr,,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,2015-02-20 05:50:31 -0800,"San Francisco, CA",Pacific Time (US & Canada),1078,9074
568735060104511488,neutral,1.0,,,Virgin America,,gemmabow19,,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,,2015-02-20 03:32:59 -0800,,,8295,790
568689188377403392,neutral,1.0,,,Virgin America,,BFPTravel,,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,,2015-02-20 00:30:42 -0800,,London,7092,164
568663147189415936,negative,1.0,Customer Service Issue,0.6596,Virgin America,,davidhfe,,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,2015-02-19 22:47:14 -0800,"San Francisco, CA",Pacific Time (US & Canada),5818,5113
568662343170674688,negative,1.0,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,2015-02-19 22:44:02 -0800,"San Francisco, CA",Pacific Time (US & Canada),4861,9762
568646087361355776,neutral,0.6667,,,Virgin America,,chet,,@VirginAmerica add DTW and I'm sold!,,2015-02-19 21:39:26 -0800,,Pacific Time (US & Canada),7047,2602
568643040073506816,positive,0.6809,,,Virgin America,,TMAnderson10,,@VirginAmerica How about some free drinks on the flight back for the free promo?,,2015-02-19 21:27:20 -0800,"Dallas, TX",,8929,7564
568633361595412481,positive,1.0,,,Virgin America,,SSal,,@VirginAmerica @SSal thanks!,,2015-02-19 20:48:52 -0800,"Dutchess County, NY",Eastern Time (US & Canada),1592,9853
568632394929958912,neutral,0.6354,,,Virgin America,,SoleXclusive415,,@VirginAmerica momma I made it! 😁😁😁,,2015-02-19 20:45:02 -0800,Bay Area,,2774,8418
568630879246901248,neutral,1.0,,,Virgin America,,SSal,,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,2015-02-19 20:39:00 -0800,"Dutchess County, NY",Eastern Time (US & Canada),849,8471
568629385105793024,neutral,0.6742,,0.0,Virgin America,,SSal,,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,,2015-02-19 20:33:04 -0800,"Dutchess County, NY",Eastern Time (US & Canada),4674,4777
568626625857728513,neutral,0.6745,,,Virgin America,,SoleXclusive415,,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,2015-02-19 20:22:06 -0800,Bay Area,,9554,5329
568608718994026496,negative,1.0,Lost Luggage,1.0,Virgin America,,j_payton,,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,2015-02-19 19:10:57 -0800,San Francisco,Quito,7378,4872
568607562251108352,neutral,0.6461,,,Virgin America,,AQR415,,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,2015-02-19 19:06:21 -0800,San Francisco,Pacific Time (US & Canada),4615,5076
568605449659895808,positive,0.6482,,,Virgin America,,SuuperG,,@VirginAmerica Thanks!,,2015-02-19 18:57:58 -0800,Wandering So-Cal-ian,Pacific Time (US & Canada),531,7546
568604690767872000,positive,1.0,,,Virgin America,,imacsweb,,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,2015-02-19 18:54:57 -0800,At an airport near you....,Pacific Time (US & Canada),1696,6205
568602941940043776,positive,1.0,,,Virgin America,,SuuperG,,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,2015-02-19 18:48:00 -0800,Wandering So-Cal-ian,Pacific Time (US & Canada),3574,6401
568595620002279424,negative,1.0,Flight Booking Problems,0.6406,Virgin America,,El_Nel_81,,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,2015-02-19 18:18:54 -0800,,,4489,3248
568585196699664384,negative,0.6381,Flight Booking Problems,0.3279,Virgin America,,zoelle,,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,2015-02-19 17:37:29 -0800,San Francisco,Pacific Time (US & Canada),8795,9934
568579880046227457,neutral,0.6703,,,Virgin America,,FreyaBevan_Fund,,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",,2015-02-19 17:16:21 -0800,freyabevanfund@hotmail.com,,4943,1408
568577243200376833,neutral,0.6559,,,Virgin America,,traveldg,,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd","[33.94696831, -118.40747994]",2015-02-19 17:05:53 -0800,San Francisco,,2311,170
568576829000425472,negative,1.0,Customer Service Issue,0.6543,Virgin America,,joyabsalon,,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,,2015-02-19 17:04:14 -0800,Northern Virginia,Eastern Time (US & Canada),4285,5417
568572344056180737,neutral,0.6673,,,Virgin America,,adavidson26,,@VirginAmerica is my new go to airline,,2015-02-19 16:46:25 -0800,Bay Area,Pacific Time (US & Canada),6136,9093
568571772251082752,neutral,1.0,,,Virgin America,,FreyaBevan_Fund,,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",,2015-02-19 16:44:08 -0800,freyabevanfund@hotmail.com,,924,4660
568553610981740544,positive,1.0,,,Virgin America,,SigmaRue,,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",,2015-02-19 15:31:58 -0800,"Portland, OR",Pacific Time (US & Canada),6059,5902
568543525505089536,positive,0.6875,,,Virgin America,,MNDNCH,,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,2015-02-19 14:51:54 -0800,SD/LA/PS,Pacific Time (US & Canada),8214,866
568541317816561664,neutral,1.0,,,Virgin America,,AArt763,,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,,2015-02-19 14:43:07 -0800,,Arizona,6357,3925
568536882012749824,negative,0.6539,Customer Service Issue,0.3461,Virgin America,,conorjrogers,,@VirginAmerica trying to check-in...but looks like your site is down?,,2015-02-19 14:25:30 -0800, DC | Jersey City,Eastern Time (US & Canada),4808,4070
568532221180534784,negative,0.6558,Late Flight,0.6558,Virgin America,,bonniecamp,,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,2015-02-19 14:06:59 -0800,,,9852,2910
568526847320784896,negative,0.6596,Customer Service Issue,0.3617,Virgin America,,GaySkiWeek,,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,2015-02-19 13:45:37 -0800,"Telluride, CO",Central Time (US & Canada),9899,453
568525368572817408,positive,1.0,,,Virgin America,,graveyardtravel,,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,2015-02-19 13:39:45 -0800,"Portland, Oregon",Tijuana,3320,8380
568522203198697474,negative,0.6436,Can't Tell,0.324,Virgin America,,taygarrett,,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",,2015-02-19 13:27:10 -0800,san francisco,Eastern Time (US & Canada),7130,3966
568519971971538945,negative,0.3617,Flight Booking Problems,0.3617,Virgin America,,jamonholmgren,,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,2015-02-19 13:18:18 -0800,"Vancouver, WA",Arizona,8800,1476
568518985056002049,negative,1.0,Bad Flight,0.6723,Virgin America,,BlackFlagShoppe,,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,2015-02-19 13:14:23 -0800,”Straight Outta Jersey”,Central Time (US & Canada),2276,2949
568517565548339200,negative,0.7223,longlines,0.7223,Virgin America,,c_crubin,,"@VirginAmerica
wjere is our luggage #so slow at lax",,2015-02-19 13:08:44 -0800,,London,2672,4937
568517447847780353,neutral,0.6925,,,Virgin America,,fromtheleftseat,,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,2015-02-19 13:08:16 -0800,Phoenix AZ,Arizona,2231,7856
568511755040657409,negative,1.0,Customer Service Issue,0.6581,Virgin America,,richeyvicious,,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,2015-02-19 12:45:39 -0800,"LES, NYC",,7233,1897
568511474580066304,negative,1.0,Flight Booking Problems,0.6725,Virgin America,,richeyvicious,,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,2015-02-19 12:44:32 -0800,"LES, NYC",,260,6333
568496820604821505,negative,0.654,Flight Booking Problems,0.3438,Virgin America,,taygarrett,,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,2015-02-19 11:46:18 -0800,san francisco,Eastern Time (US & Canada),2039,32
568495808053702656,neutral,1.0,,,Virgin America,,LondonBrushCo,,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,2015-02-19 11:42:17 -0800,Global,Pacific Time (US & Canada),2539,6712
568492682152189952,neutral,1.0,,,Virgin America,,sapnasparikh,,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,,2015-02-19 11:29:52 -0800,new york,,3449,1753
568491256508231680,positive,1.0,,,Virgin America,,alexster4324,,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",,2015-02-19 11:24:12 -0800,,,9715,6663
568490223417602050,positive,1.0,,,Virgin America,,beasharif,,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,2015-02-19 11:20:05 -0800,The World,Pacific Time (US & Canada),6648,2221
568483591623208961,neutral,1.0,,,Virgin America,,MajorPaayne,,@VirginAmerica i would like help with some flights please.,,2015-02-19 10:53:44 -0800,,Central Time (US & Canada),5871,3462
568483491819753472,neutral,0.6624,,0.0,Virgin America,,giannilee,,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,,2015-02-19 10:53:21 -0800,VFILES DJ CHAMPION,Eastern Time (US & Canada),7394,5569
568481985221537792,positive,1.0,,,Virgin America,,Rgulojr,,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,2015-02-19 10:47:21 -0800,Chicago,Eastern Time (US & Canada),6330,3678
568478510538493952,positive,0.6548,,,Virgin America,,_kristenicole_,,@VirginAmerica ok! first time flying with you tonight :),,2015-02-19 10:33:33 -0800,☂ Seattle | WA,Eastern Time (US & Canada),793,8281
568476562376531969,neutral,0.6696,,,Virgin America,,CuteMonsterDad,,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,,2015-02-19 10:25:48 -0800,3rd Planet from the Sun,Central Time (US & Canada),7661,5983
568472719102234624,neutral,1.0,,,Virgin America,,chase_f,,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",,2015-02-19 10:10:32 -0800,"San Francisco, CA",Quito,2432,2416
568469942711885825,negative,0.6756,Can't Tell,0.6756,Virgin America,,danteusa1,,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",,2015-02-19 09:59:30 -0800,,,8034,4313
568463892453724160,negative,1.0,Bad Flight,0.6899,Virgin America,,wmrrock,,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,2015-02-19 09:35:28 -0800,CT,Eastern Time (US & Canada),8726,3302
568463244035289088,negative,1.0,Bad Flight,1.0,Virgin America,,wmrrock,,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,"[0.0, 0.0]",2015-02-19 09:32:53 -0800,CT,Eastern Time (US & Canada),1112,3162
568460512553353216,positive,0.6888,,,Virgin America,,mightymeesh,,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,2015-02-19 09:22:02 -0800,San Francisco,,2210,6461
568458513636134913,negative,1.0,Customer Service Issue,1.0,Virgin America,,Matthewbenz,,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,2015-02-19 09:14:05 -0800,San Francisco,Pacific Time (US & Canada),3390,9876
568457140894969856,negative,1.0,Late Flight,1.0,Virgin America,,LondonBrushCo,,@VirginAmerica delayed to10.30!!,,2015-02-19 09:08:38 -0800,Global,Pacific Time (US & Canada),8867,9938
568456334581981184,negative,1.0,Customer Service Issue,1.0,Virgin America,,mightymeesh,,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,2015-02-19 09:05:26 -0800,San Francisco,,1520,7987
568452676452806656,neutral,0.6837,,,Virgin America,,0504Traveller,,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",,2015-02-19 08:50:54 -0800,,Central Time (US & Canada),5389,530
568452186977361921,positive,0.6667,,,Virgin America,,KarinSLee,,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,,2015-02-19 08:48:57 -0800,all over ca,,2962,2481
568451468560187393,positive,0.6395,,,Virgin America,,EricLMitchell,,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,,2015-02-19 08:46:06 -0800,San Francisco,Pacific Time (US & Canada),450,5214
568447216156692480,negative,1.0,Can't Tell,1.0,Virgin America,,fattbelly,,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,,2015-02-19 08:29:12 -0800,S F,,1155,8989
568440278853525504,neutral,0.6774,,0.0,Virgin America,,itsGREEKSAUSAGE,,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",,2015-02-19 08:01:38 -0800,"NY, NJ, CA, Greece",Eastern Time (US & Canada),456,9314
568437415603507200,positive,0.6618,,,Virgin America,,kzone7,,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2015-02-19 07:50:15 -0800,"Long Island, NY",Eastern Time (US & Canada),8209,3027
568434482270707712,positive,1.0,,,Virgin America,,heatherbeckel,,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,2015-02-19 07:38:36 -0800,ATX,Central Time (US & Canada),5430,5882
568432117539065856,neutral,1.0,,,Virgin America,,TLoui143,,"@VirginAmerica Anytime, sugafly.",,2015-02-19 07:29:12 -0800,Out to Brunch with @Kanyewest.,Central Time (US & Canada),3408,1127
568429677779365888,positive,1.0,,,Virgin America,,marshman240,,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,,2015-02-19 07:19:30 -0800,San Francisco,,2668,4437
568428224813916160,neutral,1.0,,,Virgin America,,chase_f,,@VirginAmerica I need a receipt for a flight change. Can you send one?,,2015-02-19 07:13:44 -0800,"San Francisco, CA",Quito,1492,7052
568423029371334656,negative,1.0,Customer Service Issue,1.0,Virgin America,,hungarianhc,,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?","[0.0, 0.0]",2015-02-19 06:53:05 -0800,"San Francisco, CA",Alaska,338,2042
568406048777900032,positive,1.0,,,Virgin America,,MarcSM,,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,,2015-02-19 05:45:37 -0800,"East Village, New York City",Eastern Time (US & Canada),490,4709
568392783922372608,positive,0.6871,,,Virgin America,,quackling,,@VirginAmerica that doesn't look to fat to me! It looks yummy!,,2015-02-19 04:52:54 -0800,"Birmingham, Michigan",,5060,9855
568391084210036736,neutral,1.0,,,Virgin America,,tedreednc,,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",,2015-02-19 04:46:09 -0800,"Charlotte, NC",Eastern Time (US & Canada),1788,939
568382154071089154,neutral,0.6811,,,Virgin America,,stevengcpa,,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,2015-02-19 04:10:40 -0800,California,Pacific Time (US & Canada),6502,9572
568364437599436800,neutral,1.0,,,Virgin America,,DOHA_Insight,,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,,2015-02-19 03:00:16 -0800,"Doha, Qatar",Quito,6616,345
568349321634013184,neutral,1.0,,,Virgin America,,LibyaBizInfo,,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,,2015-02-19 02:00:12 -0800,Libya,,7229,3596
568307768551026688,neutral,0.7026,,0.0,Virgin America,,AlgeriaTweets,,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,,2015-02-18 23:15:05 -0800,"Algiers, Algeria",Abu Dhabi,8113,5206
568303606710956032,positive,0.6724,,,Virgin America,,_raulll,,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,,2015-02-18 22:58:33 -0800,"mckinney, tx",,1384,9199
568279994876571649,positive,1.0,,,Virgin America,,TLoui143,,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),,2015-02-18 21:24:43 -0800,Out to Brunch with @Kanyewest.,Central Time (US & Canada),4240,6450
568265552583479296,neutral,1.0,,,Virgin America,,mikeb51431,,@VirginAmerica when are you flying to hawaii,,2015-02-18 20:27:20 -0800,,Arizona,5130,7683
568259485413715969,negative,0.6801,Flight Booking Problems,0.6801,Virgin America,,gbone34,,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,,2015-02-18 20:03:13 -0800,,,9624,9923
568245360998658048,positive,1.0,,,Virgin America,,GeorgettePierre,,@VirginAmerica thank you,,2015-02-18 19:07:06 -0800,your third eye...,Eastern Time (US & Canada),7258,6796
568240364315783168,negative,0.6307,Customer Service Issue,0.6307,Virgin America,,edzme,,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2015-02-18 18:47:14 -0800,The other side,,8751,2929
568239036533497856,positive,1.0,,,Virgin America,,Joaquin68443,,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,,2015-02-18 18:41:58 -0800,714 to 972,,2611,7090
568218962833461248,negative,1.0,Bad Flight,1.0,Virgin America,,contimike,,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,,2015-02-18 17:22:12 -0800,"New York, sort of!",,543,1559
568216286561374208,negative,1.0,Bad Flight,1.0,Virgin America,,contimike,,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,,2015-02-18 17:11:34 -0800,"New York, sort of!",,4247,7792
568209028188233728,neutral,1.0,,,Virgin America,,nschneble,,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,,2015-02-18 16:42:43 -0800,,Eastern Time (US & Canada),8291,9351
568204964742496256,positive,1.0,,,Virgin America,,eganist,,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,2015-02-18 16:26:34 -0800,Washington D.C.,Eastern Time (US & Canada),7301,3852
568203174198284288,neutral,1.0,,,Virgin America,,pointsguy,,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",,2015-02-18 16:19:28 -0800,United States,Central Time (US & Canada),7135,1206
568199730989174784,neutral,0.3483,,0.0,Virgin America,,timlopez,,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,,2015-02-18 16:05:47 -0800,Southern California,Pacific Time (US & Canada),5970,476
568195292803129345,positive,1.0,,,Virgin America,,mirandahaustin,,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,,2015-02-18 15:48:09 -0800,"Austin, TX",Central Time (US & Canada),4169,4591
568193116437483520,neutral,0.639,,,Virgin America,,franks105,,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,,2015-02-18 15:39:30 -0800,Hogwarts,Pacific Time (US & Canada),4093,3062
568189531033174016,positive,1.0,,,Virgin America,,iamDavidAustin,,@VirginAmerica great. Well deserved.,,2015-02-18 15:25:15 -0800,,Pacific Time (US & Canada),6384,2143
568174745293709313,negative,0.6727,Customer Service Issue,0.6727,Virgin America,,mekirkpatrick,,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,,2015-02-18 14:26:30 -0800,"Long Beach, CA",Pacific Time (US & Canada),9478,5153
568165573869199361,negative,1.0,Customer Service Issue,1.0,Virgin America,,jpf4986,,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,,2015-02-18 13:50:03 -0800,,,4765,2632
568157680696729600,negative,0.6702,Customer Service Issue,0.6702,Virgin America,,Pace6445,,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,"[40.63767372, -74.11075451]",2015-02-18 13:18:41 -0800,"Staten Island, NY",,4826,448
568150150289461249,neutral,0.6769,,0.0,Virgin America,,wmrrock,,@VirginAmerica You should still develop an app - then you will be my favorite airline.,"[0.0, 0.0]",2015-02-18 12:48:46 -0800,CT,Eastern Time (US & Canada),3736,8243
568148652352544769,negative,0.6876,Can't Tell,0.6876,Virgin America,,HuntTreadwell,,@VirginAmerica all crap channels which is why I pay to watch UK tv,,2015-02-18 12:42:49 -0800,,,7259,3184
